LAD13CD,LAD21NM,year,EmpRate,QualProportion,LTsick,digital,MaxMinRatio,Access,ratio_80_20,AffRatio,child_poverty,food,Decent,Turnout,PermEmp,tdr,sr,le_both,le_var_abs_both,le_var_rel_both,le_male,le_var_abs_male,le_var_rel_male,le_female,le_var_abs_female,le_var_rel_female,Cluster
E07000096,Dacorum,2020,77.7,71.79,3.75,17.0213,3.3671,40.43,3.41,13.6676,20.99,11.22,9.6,36.26,95.82,58.7334,0.9671,83.2003,9.996,0.1201,81.6301,10.5308,0.129,84.7503,9.3859,0.1107,2
E07000098,Hertsmere,2020,80.8,60.67,5.26,14.5161,2.8523,61.29,3.25,15.3311,19.41,9.2,16,36.24,96.15,62.7119,0.913,82.8126,9.9575,0.1202,80.3983,10.6128,0.132,85.1781,9.1808,0.1078,2
E07000099,North Hertfordshire,2020,83.3,85.39,2.91,17.0732,2.6216,75.61,3.19,11.5511,19.73,8.19,17.4,37.88,96.78,60.8434,0.9632,83.2723,9.6222,0.1156,81.9964,9.8827,0.1205,84.5353,9.3632,0.1108,2
E07000102,Three Rivers,2020,75.1,78.27,6.93,9.434,3.2153,77.36,3.4683,15.7434,17.29,9.32,14.4,38.85,94.45,60.034,0.9523,84.0059,9.6538,0.1149,82.2359,10.7734,0.131,85.7334,8.4886,0.099,2
E07000103,Watford,2020,78.2,63.35,4.95,15.0943,2.3162,50.94,3.166,12.7394,24.98,8.75,18.1,34.97,91.75,52.7734,0.9835,81.7445,10.0989,0.1235,79.9077,10.975,0.1373,83.6152,9.1119,0.109,3
E07000105,Ashford,2020,80.2,64.19,3.34,19.2308,2.9762,76.92,3.1504,12.2158,27.46,11.49,21,34.66,96.87,63.6704,0.9422,82.0609,10.6881,0.1302,80.3474,11.1118,0.1383,83.7877,10.1846,0.1216,3
E07000106,Canterbury,2020,75.1,87.54,4.71,27.7778,2.0732,78.89,3.75,12.7738,27.45,11.29,26.5,36.74,94.04,55.2974,0.9705,81.711,10.6404,0.1302,79.835,10.9992,0.1378,83.5832,10.1413,0.1213,2
E07000107,Dartford,2020,86.9,55.86,3.56,22.4138,2.474,56.9,2.86,9.7728,26.75,12.84,20.3,33.34,97.03,55.3888,0.9774,81.3076,10.3472,0.1273,79.2495,11.0412,0.1393,83.4467,9.5543,0.1145,3
E07000108,Dover,2020,69.7,58.52,7.13,49.2537,2.7397,74.63,3.6,10.2356,31.4,11.47,19.2,33.18,93.95,67.3239,0.9734,81.2911,10.6771,0.1313,79.4902,11.1951,0.1408,83.1819,10.057,0.1209,1
E07000109,Gravesham,2020,84.2,62.44,4.08,31.25,2.381,81.25,3.0021,11.722,32.07,11.98,18.5,32.92,93.88,60.7196,0.9706,81.4067,10.6693,0.1311,79.3166,11.2785,0.1422,83.5275,9.9353,0.1189,3
E07000110,Maidstone,2020,81.2,73.53,3.76,14.7368,2.5532,81.05,3.38,11.4869,26.01,9.7,24.3,36.09,95.63,61.9626,0.9671,82.4168,10.2851,0.1248,80.835,10.8158,0.1338,84.0169,9.6766,0.1152,2
E07000111,Sevenoaks,2020,70.3,75.61,5.13,13.5135,4.386,75.68,3.446,12.32,21.93,8.7,18.1,38.95,95,68.5237,0.9391,83.75,9.7974,0.117,82.4072,10.2001,0.1238,85.0532,9.392,0.1104,2
E07000112,Folkestone and Hythe,2020,83.6,80.64,6.49,53.7313,2.1596,73.13,3.27,11.4801,29.53,10.78,20.8,36.66,95.01,69.5067,0.9791,81.1221,11.032,0.136,78.9076,12.0402,0.1526,83.4625,9.8943,0.1185,3
E07000113,Swale,2020,74.3,64.52,8.7,38.8235,2.5588,96.47,2.78,10.4286,29.22,15.71,26.7,33.75,91.71,62.5404,0.9713,80.6702,11.083,0.1374,78.7362,11.4782,0.1458,82.7054,10.547,0.1275,1
E07000114,Thanet,2020,69.4,58.1,10.74,65.4762,2.8843,58.33,3.03,11.2817,33.58,21.63,28.7,32.56,92.81,71.7233,0.941,80.2252,11.1762,0.1393,78.1113,11.6042,0.1486,82.3584,10.5953,0.1286,1
E07000115,Tonbridge and Malling,2020,81.5,79.27,3.02,15.2778,2.2641,80.56,4.17,12.0498,22.3,9.74,19.9,38.12,96.14,61.4355,0.9543,83.406,10.0943,0.121,81.3064,10.4535,0.1286,85.5197,9.6163,0.1124,2
E07000116,Tunbridge Wells,2020,79.8,82.57,3.62,5.8824,2.4667,79.41,3.4448,13.2629,20.69,9.3,23.2,40.64,96.18,62.8767,0.9718,83.4318,10.0543,0.1205,82.2085,10.6063,0.129,84.6565,9.5598,0.1129,2
E07000117,Burnley,2020,72.6,37.46,6.72,66.6667,3.8,33.33,2.7281,4.5565,35.8,15.08,30.4,31.78,94.65,62.4319,0.9801,78.3611,11.5386,0.1472,76.1166,12.3245,0.1619,80.7735,10.5901,0.1311,1
